id,name,artist,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri
5DelwP5vBag1H1Nmlygcu8,Barceloneta,Carl Brave x Franco126,0.765,0.118,136.493,0.231,0.229,0.0,4,0.655,5,242628,-4.617,0.715,1,spotify:track:5DelwP5vBag1H1Nmlygcu8
3hPVPihU6hA1xODBMpt5dl,Lleno Loko,Pedro LaDroga,0.65,0.127,119.333,0.209,0.107,1.94e-06,4,0.554,8,141627,-8.7,0.135,1,spotify:track:3hPVPihU6hA1xODBMpt5dl
2J9TGb5CRT4omfAgnKmXn5,Ostia Lido,J-AX,0.786,0.108,108.944,0.186,0.114,0.0,4,0.874,9,172945,-5.723,0.688,1,spotify:track:2J9TGb5CRT4omfAgnKmXn5
2F775eylEUVyAywfcPj3eh,Los mareados,Gustavo Pena El Príncipe,0.178,0.0743,122.054,0.0608,0.881,0.164,4,0.59,2,175496,-12.643,0.443,0,spotify:track:2F775eylEUVyAywfcPj3eh
4eXOQVM0bNeHFiSZMYqkIo,Hdp,Guasones,0.89,0.304,124.986,0.0498,0.035,9.98e-06,4,0.48,2,230758,-3.373,0.619,1,spotify:track:4eXOQVM0bNeHFiSZMYqkIo
07qo9gnLM488CUr0EtgIA1,Poetica,Cesare Cremonini,0.607,0.0721,139.807,0.0339,0.014,0.0,3,0.393,7,293960,-6.569,0.202,1,spotify:track:07qo9gnLM488CUr0EtgIA1
34RaVshrBXIINSVrIzW47P,6 del mattino (feat. Brancar),Jake La Furia,0.768,0.0719,127.911,0.09,0.112,0.0,4,0.809,5,178125,-5.198,0.525,0,spotify:track:34RaVshrBXIINSVrIzW47P
1cvUco5rd3lSMZS3YYnYRs,Boom,Vegas Jones,0.62,0.083,140.09,0.167,0.0848,2.15e-06,4,0.718,9,253376,-10.847,0.0959,1,spotify:track:1cvUco5rd3lSMZS3YYnYRs
29iYitjqT5URcL4IWRI9pN,Me Kieren Exa',Pedro LaDroga,0.58,0.11,159.917,0.0597,0.00195,0.0662,4,0.668,2,190805,-10.665,0.299,1,spotify:track:29iYitjqT5URcL4IWRI9pN
6LKhkWEz9h4QyM3Fm35H33,Riego Mi Sombra,Churupaca,0.42,0.0946,89.923,0.205,0.688,3.94e-05,4,0.59,0,284173,-8.78,0.305,0,spotify:track:6LKhkWEz9h4QyM3Fm35H33
2WwdECenpNP8pgZ3nQKgYQ,Camellos,Guasones,0.574,0.0861,69.478,0.0331,0.131,0.0,5,0.294,4,264559,-5.15,0.381,1,spotify:track:2WwdECenpNP8pgZ3nQKgYQ
423CCwsHi7yy81oj01swra,Montón de nada - En Vivo,Memphis La Blusera,0.623,0.68,102.824,0.0341,0.448,2.18e-06,4,0.497,9,353506,-7.441,0.579,1,spotify:track:423CCwsHi7yy81oj01swra
6XEu1vIqZVjZ3KL2UbSyLY,Buffalo soldier (Bob Marley),Gustavo Pena El Príncipe,0.287,0.911,53.877,0.582,0.838,0.388,4,0.574,0,98827,-13.218,0.6,1,spotify:track:6XEu1vIqZVjZ3KL2UbSyLY
2hTYxc4K9hS7DN42H3ZXCy,Giù x Terra,Ghali,0.634,0.136,99.144,0.0741,0.0823,4.39e-05,4,0.629,6,133636,-8.866,0.283,1,spotify:track:2hTYxc4K9hS7DN42H3ZXCy
6E9QGyDV0fkeanLFePwybi,Boogieman (feat. Salmo),Ghali,0.724,0.0922,112.048,0.0704,0.0859,0.000254,4,0.8,1,159911,-7.843,0.35,1,spotify:track:6E9QGyDV0fkeanLFePwybi
6BtVSzoP8xUzoGO3HwIla4,DNA,Ghali,0.714,0.133,117.98,0.0579,0.357,0.0,4,0.754,0,200339,-5.764,0.674,1,spotify:track:6BtVSzoP8xUzoGO3HwIla4
3p7xEm9a2jaWCPelAr3upo,Good Times,Ghali,0.736,0.0988,109.028,0.0776,0.0315,0.0,4,0.719,4,163073,-6.32,0.593,0,spotify:track:3p7xEm9a2jaWCPelAr3upo
2npk3wuI2lrWk1tNSvRqW3,Jennifer (feat. Soolking),Ghali,0.664,0.0892,91.532,0.157,0.301,2.21e-06,4,0.835,5,161848,-8.776,0.657,1,spotify:track:2npk3wuI2lrWk1tNSvRqW3
3KWFaXjuWepDjS3GnHBF7V,22:22,Ghali,0.73,0.186,94.977,0.0449,0.0956,3.91e-06,4,0.75,0,180000,-6.459,0.427,1,spotify:track:3KWFaXjuWepDjS3GnHBF7V
7sEoatuIXo9r9n253gJW8I,Fast Food,Ghali,0.66,0.13,120.012,0.113,0.202,0.0,4,0.794,11,159500,-6.481,0.501,0,spotify:track:7sEoatuIXo9r9n253gJW8I
1ejlLAA420azVRdgYbshiU,Marymango (feat. tha Supreme),Ghali,0.755,0.1,81.283,0.163,0.0351,0.0,4,0.477,10,204984,-5.781,0.586,0,spotify:track:1ejlLAA420azVRdgYbshiU
24nx4DNu1Cb6Z2GW54MPGh,Flashback,Ghali,0.568,0.107,116.01,0.0657,0.0982,0.0,4,0.775,1,217000,-7.752,0.239,0,spotify:track:24nx4DNu1Cb6Z2GW54MPGh
2Fpf5N1LuCGE74LiCdkBcA,Combo (feat. Mr Eazi),Ghali,0.781,0.26,100.013,0.107,0.0833,3.55e-05,4,0.825,9,176012,-4.732,0.812,0,spotify:track:2Fpf5N1LuCGE74LiCdkBcA
5tn1cgoPp9KkDHpqyD27ae,Extasy,Ghali,0.84,0.0995,122.02,0.0475,0.0156,0.0143,4,0.744,5,161557,-7.307,0.685,0,spotify:track:5tn1cgoPp9KkDHpqyD27ae
0ABzUFvfzx1YfG7nxaZvx4,Barcellona,Ghali,0.542,0.158,89.912,0.212,0.156,0.0,4,0.678,4,176167,-9.587,0.287,0,spotify:track:0ABzUFvfzx1YfG7nxaZvx4
5tTnNoxj0Bg21JZlp431Di,Cuore a Destra,Ghali,0.844,0.102,98.048,0.207,0.153,0.0,4,0.803,10,181531,-3.735,0.517,0,spotify:track:5tTnNoxj0Bg21JZlp431Di
7eJIYQ6o0AJetE7xNtEFJ6,Scooby,Ghali,0.568,0.081,170.016,0.196,0.0318,0.0,4,0.769,10,130235,-6.764,0.633,0,spotify:track:7eJIYQ6o0AJetE7xNtEFJ6
42T9HGzJDzXgMZkWKRQyGM,Fallito,Ghali,0.796,0.12,143.863,0.289,0.0646,0.0,4,0.581,9,191875,-5.105,0.354,0,spotify:track:42T9HGzJDzXgMZkWKRQyGM
0R1il0ITLNcNInIBqwfXKw,Cacao (feat. Pyrex),Ghali,0.51,0.304,124.028,0.096,0.0226,0.0,3,0.915,1,113831,-5.33,0.327,1,spotify:track:0R1il0ITLNcNInIBqwfXKw
43WhBVCWNE2zpG65810FPs,Boogieman (feat. Don Patricio) - Remix,Ghali,0.737,0.0921,112.01,0.0493,0.12,0.00152,4,0.799,1,151607,-7.035,0.39,1,spotify:track:43WhBVCWNE2zpG65810FPs
4SLeGGSSS4ZgreK0HaN9h8,Mainstream (La scala sociale del Rap),J-AX,0.62,0.0844,94.88,0.321,0.0373,0.0,4,0.739,7,206280,-6.639,0.622,1,spotify:track:4SLeGGSSS4ZgreK0HaN9h8
2vGkBrPzZwjQEihHv6JbGW,Pericoloso (feat. Chadia Rodriguez),J-AX,0.737,0.0921,120.238,0.091,0.0378,0.0,5,0.781,0,220147,-5.177,0.318,1,spotify:track:2vGkBrPzZwjQEihHv6JbGW
6ExLQlakJDGUxN5O567dAt,Supercalifragili (feat. Annalisa & Luca Di Stefano),J-AX,0.767,0.064,96.01,0.0408,0.0303,0.0,4,0.839,11,170133,-5.183,0.725,0,spotify:track:6ExLQlakJDGUxN5O567dAt
7lQxJLHcUvrY6CgWLRwZvv,"Quando piove, diluvia",J-AX,0.94,0.322,160.012,0.203,0.224,0.0,4,0.609,9,222587,-3.729,0.835,0,spotify:track:7lQxJLHcUvrY6CgWLRwZvv
0Yx5tHZ3mokhEFO6I1m3qA,Beretta (feat. Boomdabash),J-AX,0.934,0.0634,90.064,0.124,0.0822,0.0,4,0.712,8,211387,-3.434,0.947,0,spotify:track:0Yx5tHZ3mokhEFO6I1m3qA
4bMfWDvKPCFQ2df7Qf2UTs,La Mia Hit (feat. Max Pezzali),J-AX,0.853,0.26,100.078,0.0742,0.0623,0.0,4,0.689,8,212640,-6.11,0.701,1,spotify:track:4bMfWDvKPCFQ2df7Qf2UTs
5a35SM14Z7w3zxBmw7tSzy,Siamesi (feat. Paola Turci),J-AX,0.817,0.0641,79.958,0.125,0.069,0.0,4,0.706,1,209613,-4.337,0.715,0,spotify:track:5a35SM14Z7w3zxBmw7tSzy
2ziYj31y2U8RArzDNBrJPj,Reale,J-AX,0.93,0.0687,112.029,0.0796,0.0049,0.0,4,0.739,0,222800,-3.64,0.847,0,spotify:track:2ziYj31y2U8RArzDNBrJPj
5H1U42OXuedXyiLQoQciQh,Cristoforo Colombo (feat. Sergio Sylvestre),J-AX,0.83,0.0826,74.477,0.0665,0.0557,0.0,4,0.612,0,208253,-4.703,0.549,1,spotify:track:5H1U42OXuedXyiLQoQciQh
0cEpXcjuLkrEX8VrLihQ3l,Fiesta! (feat. Il Cile),J-AX,0.908,0.0946,105.061,0.133,0.172,0.0,4,0.775,0,177867,-4.114,0.839,1,spotify:track:0cEpXcjuLkrEX8VrLihQ3l
0qjvZE74o5hqBD2wGRIGhi,Cuore a lato (feat. Enrico Ruggeri),J-AX,0.681,0.0917,83.075,0.0539,0.0313,0.0,3,0.556,11,203147,-8.223,0.438,0,spotify:track:0qjvZE74o5hqBD2wGRIGhi
04slnNZQssNXRaK7SR9wAU,Per sempre nell'83 (feat. Il Pagante),J-AX,0.865,0.211,139.957,0.141,0.0319,0.0,4,0.738,6,197173,-4.093,0.882,0,spotify:track:04slnNZQssNXRaK7SR9wAU
6U5HemH63pt8KzQnpy9qZz,RedNeck (feat. Jake La Furia),J-AX,0.807,0.0847,124.392,0.188,0.103,0.0,3,0.515,11,218880,-4.547,0.58,0,spotify:track:6U5HemH63pt8KzQnpy9qZz
67y7QnThINO0GXKUXJWqu9,Il terzo spritz,J-AX,0.826,0.211,130.099,0.0898,0.0361,0.0,4,0.796,7,171507,-3.297,0.821,1,spotify:track:67y7QnThINO0GXKUXJWqu9
6ErJeLVlpCOQQ9WV5OhvhR,Sarò scemo,J-AX,0.512,0.105,120.735,0.0429,0.427,0.0,4,0.507,7,158093,-7.863,0.416,1,spotify:track:6ErJeLVlpCOQQ9WV5OhvhR
5fZRWUN09tFjs5Rn5wjMZ0,A me mi,J-AX,0.833,0.291,149.899,0.047,0.0977,0.0,4,0.647,4,206440,-5.02,0.805,1,spotify:track:5fZRWUN09tFjs5Rn5wjMZ0
4WJ1fu0RntmhYGkP9IWTVL,Ostia Lido,J-AX,0.786,0.108,108.944,0.186,0.114,0.0,4,0.874,9,172945,-5.723,0.688,1,spotify:track:4WJ1fu0RntmhYGkP9IWTVL
5EdbxJodIPhAeHBYBXfm86,Tutto tua madre,J-AX,0.741,0.343,128.219,0.0678,0.128,0.0,4,0.582,0,226000,-6.264,0.226,1,spotify:track:5EdbxJodIPhAeHBYBXfm86
4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,0.585,0.0644,105.017,0.0432,0.103,3.94e-06,4,0.803,8,214480,-5.861,0.593,1,spotify:track:4tCtwWceOPWzenK2HAIJSb
0EPxmvsG1BY5td4aTOkWBF,Deu Onda,MC G15,0.604,0.0488,129.926,0.0573,0.456,0.0,4,0.931,0,144039,-1.41,0.864,0,spotify:track:0EPxmvsG1BY5td4aTOkWBF
02zBhKZIES8MMX9lvo1WKQ,Make You Mine,Maxi Trusso,0.801,0.126,109.997,0.0903,0.527,0.0,4,0.782,0,192213,-6.211,0.46,1,spotify:track:02zBhKZIES8MMX9lvo1WKQ
6qDF4wWL49CAVbgT7yuHl8,Sigo Extrañándote,J Balvin,0.853,0.205,93.022,0.241,0.154,0.000107,4,0.889,9,201280,-4.26,0.922,1,spotify:track:6qDF4wWL49CAVbgT7yuHl8
50UTxh3b3tjzenOSu1lJYH,Love Foolosophy - Remastered,Jamiroquai,0.726,0.0801,129.021,0.0827,0.0138,5.32e-06,4,0.793,11,225893,-4.9,0.904,0,spotify:track:50UTxh3b3tjzenOSu1lJYH
59pYym0DpPDI4ZyUIbPJw5,Take on Me,General Soundbwoy,0.442,0.346,134.012,0.0373,0.000632,0.011,4,0.713,7,272546,-9.784,0.785,1,spotify:track:59pYym0DpPDI4ZyUIbPJw5
27ebni0DfbT5Owz6W42HP8,Nunca Me Olvides,Yandel,0.785,0.297,95.005,0.0452,0.236,0.0,4,0.814,10,241560,-4.566,0.629,1,spotify:track:27ebni0DfbT5Owz6W42HP8
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,0.693,0.325,90.027,0.0377,0.211,6.92e-06,4,0.491,0,258267,-6.487,0.412,0,spotify:track:3RiPr603aXAoi4GHyXx0uy
5NNlUMcOEOdoOIwwaWXv0k,Cold,Maroon 5,0.715,0.0456,99.924,0.114,0.139,0.0,4,0.703,9,234308,-6.285,0.497,0,spotify:track:5NNlUMcOEOdoOIwwaWXv0k
1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,0.913,0.161,119.986,0.0426,0.093,3.69e-05,4,0.818,4,219160,-3.06,0.536,0,spotify:track:1vvNmPOiUuyCbgWmtc6yfm
6m2LNopVJKsvBB9l7Z1rwn,Olha a Explosão,MC Kevinho,0.611,0.0805,89.995,0.134,0.109,0.0,4,0.774,6,161593,-2.883,0.388,1,spotify:track:6m2LNopVJKsvBB9l7Z1rwn
0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,0.739,0.064,120.423,0.026,1.51e-05,0.509,4,0.689,2,233867,-5.81,0.578,1,spotify:track:0q6LuUqGLUiCPP1cbdwFs3
0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,0.739,0.064,120.423,0.026,1.51e-05,0.509,4,0.689,2,233867,-5.81,0.578,1,spotify:track:0q6LuUqGLUiCPP1cbdwFs3
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,0.693,0.325,90.027,0.0377,0.211,6.92e-06,4,0.491,0,258267,-6.487,0.412,0,spotify:track:3RiPr603aXAoi4GHyXx0uy
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,0.803,0.153,106.97,0.0797,0.034,0.0,4,0.818,1,225983,-4.282,0.632,1,spotify:track:6b8Be6ljOzmkOmFslEb23P
7ifpNwTk2gqrOb1eivmbDT,Ayer Te Llame,La Makina,0.85,0.0461,134.111,0.0542,0.203,0.000196,4,0.918,9,241227,-4.875,0.961,1,spotify:track:7ifpNwTk2gqrOb1eivmbDT
3cGmUgp7hF5Eb8NyuEmtCA,Overture/And All That Jazz,Catherine Zeta-Jones,0.597,0.326,119.922,0.111,0.381,2.7e-05,4,0.579,1,364360,-6.541,0.703,0,spotify:track:3cGmUgp7hF5Eb8NyuEmtCA
28FRcsSqCrY8GtG5KOjSiY,"Hey Baby (Uhh, ahh)",Anton,0.961,0.35,135.1,0.044,0.122,0.0,4,0.662,7,218773,-4.282,0.834,0,spotify:track:28FRcsSqCrY8GtG5KOjSiY
2YijHFQAFVA2GLoo7pv0aD,Mambo No. 5 (A Little Bit Of...) (Re-Recorded / Remastered),Lou Bega,0.831,0.223,87.051,0.191,0.0644,0.0,4,0.69,10,220680,-3.969,0.964,0,spotify:track:2YijHFQAFVA2GLoo7pv0aD
4n0qAeAcpS7xnLfBE4GyhM,El Mario De Tu Mujer (feat. Sensato),Don Miguelo,0.938,0.0408,133.979,0.0716,0.0304,0.0,4,0.77,7,246387,-4.283,0.921,1,spotify:track:4n0qAeAcpS7xnLfBE4GyhM
4sZgNnnh0Ozf30INKF04hf,Nuestra Cancion,Elvis Crespo,0.886,0.24,126.201,0.048,0.424,0.00202,4,0.7,7,208800,-2.938,0.925,0,spotify:track:4sZgNnnh0Ozf30INKF04hf
1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.672,0.118,97.979,0.0688,0.0329,0.0,4,0.671,0,204173,-3.094,0.632,0,spotify:track:1OAh8uOEOvTDqkKFsKksCi
6DB2KOEwHnjkgEnBt5SdeJ,Mask Off (feat. Kendrick Lamar) - Remix,Future,0.431,0.506,150.005,0.395,0.0111,0.0166,4,0.727,2,257987,-12.007,0.223,1,spotify:track:6DB2KOEwHnjkgEnBt5SdeJ
1z8gObqL6bpHYuNBd4WCKZ,Te Siento en Para,Ceky Viciny,0.877,0.42,121.98,0.202,0.0163,0.0118,4,0.91,1,165303,-4.22,0.946,1,spotify:track:1z8gObqL6bpHYuNBd4WCKZ
3rOSwuTsUlJp0Pu0MkN8r8,Mask Off,Future,0.434,0.165,150.062,0.431,0.0102,0.0219,4,0.833,2,204600,-8.795,0.281,1,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8
5stMpdMWMjI3K1CDmPpXv5,Loco Loquito,Alex Rose,0.724,0.0713,96.024,0.063,0.238,0.0,4,0.737,9,215213,-5.662,0.633,1,spotify:track:5stMpdMWMjI3K1CDmPpXv5
18MbEK3bfXlTBQZSr74afQ,Te Me Vas,Prince Royce,0.829,0.124,129.001,0.0338,0.441,2.28e-06,4,0.807,11,198973,-6.424,0.787,0,spotify:track:18MbEK3bfXlTBQZSr74afQ
3VClLWqNn80Llv0PJOsKgr,Báilame - Remix,Nacho,0.866,0.0696,96.011,0.0497,0.248,5.29e-06,4,0.791,6,217080,-4.236,0.71,1,spotify:track:3VClLWqNn80Llv0PJOsKgr
7FfpP3YZ6fOWMdxkIAtud9,Krippy Kush,Farruko,0.56,0.111,163.043,0.129,0.0668,0.0,4,0.708,9,230520,-7.132,0.411,1,spotify:track:7FfpP3YZ6fOWMdxkIAtud9
3aymLOOi25GWAB0ihJQrFy,Chacarera Del Olvido,Jorge Rojas,0.838,0.0356,150.95,0.099,0.184,0.0,3,0.538,11,188947,-2.676,0.801,0,spotify:track:3aymLOOi25GWAB0ihJQrFy
30GWJ6S28o3ZheIZnXcYQQ,One Day,Matisyahu,0.621,0.0916,133.176,0.185,0.865,0.000766,4,0.644,10,309499,-8.508,0.339,1,spotify:track:30GWJ6S28o3ZheIZnXcYQQ
30GWJ6S28o3ZheIZnXcYQQ,One Day,Matisyahu,0.621,0.0916,133.176,0.185,0.865,0.000766,4,0.644,10,309499,-8.508,0.339,1,spotify:track:30GWJ6S28o3ZheIZnXcYQQ
1NXvMzcaELhxVOo87LUXYd,Passion,The Flirts,0.673,0.117,119.406,0.0323,0.00796,0.138,4,0.859,9,303700,-11.141,0.858,1,spotify:track:1NXvMzcaELhxVOo87LUXYd
1b4m6trGUQ8B4IEkSWSQhe,Forget You,CeeLo Green,0.875,0.159,127.391,0.0653,0.134,0.0,4,0.696,0,222733,-3.682,0.773,1,spotify:track:1b4m6trGUQ8B4IEkSWSQhe
4Tw9JYF9HOuPRyccNWMgwf,The Hardest Part,Coldplay,0.844,0.455,123.721,0.0368,0.0228,0.00398,4,0.5,10,262880,-5.883,0.445,1,spotify:track:4Tw9JYF9HOuPRyccNWMgwf
7au5GfpnyBltA6B2Eh0ekK,Russian Roulette,Tungevaag,0.836,0.314,127.643,0.0821,0.2,1.06e-06,4,0.56,5,199619,-4.022,0.38,0,spotify:track:7au5GfpnyBltA6B2Eh0ekK
5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,0.745,0.0943,101.018,0.0571,0.0642,0.0,4,0.893,11,223413,-3.105,0.872,0,spotify:track:5bcTCxgc7xVfSaMV3RuVke
2oqjO52h0SGpuhWPcF3jMq,Turn This Club Around,R.I.O.,0.843,0.373,127.981,0.0296,0.000118,0.000392,4,0.61,0,201459,-4.894,0.916,1,spotify:track:2oqjO52h0SGpuhWPcF3jMq
1t2RBnm5ykUxuoxA2pEYjc,Party Shaker,R.I.O ft. Nicco,0.968,0.0872,144.013,0.0532,0.000316,0.00243,4,0.608,7,271202,-6.14,0.897,1,spotify:track:1t2RBnm5ykUxuoxA2pEYjc
1Ft13La2daEGqz5yWJC7lx,Bella,Wolfine,0.493,0.127,94.016,0.0735,0.128,0.000147,4,0.909,3,197120,-6.688,0.844,1,spotify:track:1Ft13La2daEGqz5yWJC7lx
1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,0.619,0.351,103.989,0.0532,0.00784,0.00423,4,0.791,1,173987,-5.886,0.371,1,spotify:track:1xznGGDReH1oQq0xzbwXa3
5kLDQ7urRnWPu9tb70DYsm,Semente,Armandinho,0.934,0.951,89.914,0.242,0.13,3.72e-06,4,0.404,9,359547,-6.984,0.466,1,spotify:track:5kLDQ7urRnWPu9tb70DYsm
5yQW46XPWdGqkX2PyMegLD,Pescador,Armandinho,0.683,0.13,152.287,0.0442,0.186,0.0,4,0.693,6,179467,-7.362,0.742,1,spotify:track:5yQW46XPWdGqkX2PyMegLD
5BcLjf7GnxATd6nmz82U01,Arena En Nuestras Manos,Dread Mar I,0.247,0.0631,81.977,0.0583,0.111,0.0,4,0.737,9,345496,-16.386,0.778,1,spotify:track:5BcLjf7GnxATd6nmz82U01
7ehmaSwhEZv4aaJzxsVMGY,She Don't Give a FO (feat. Khea),Duki,0.556,0.165,119.938,0.14,0.345,0.0,4,0.854,1,209531,-4.49,0.342,1,spotify:track:7ehmaSwhEZv4aaJzxsVMGY
1tkikMrqW4NvmzIfIyNXw7,Hello Cotto,Duki,0.799,0.0907,140.133,0.311,0.0495,0.0,4,0.668,10,217250,-2.797,0.431,0,spotify:track:1tkikMrqW4NvmzIfIyNXw7
5VYCf57tScdakmCr1vGrI9,No Como,Emmanuel Horvilleur,0.775,0.0454,178.959,0.0433,0.0494,0.00304,4,0.48,7,207540,-5.932,0.865,1,spotify:track:5VYCf57tScdakmCr1vGrI9
4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,The Weeknd,0.813,0.0952,92.985,0.143,0.429,0.0,4,0.769,0,269187,-5.9,0.567,0,spotify:track:4RepvCWqsP6zBuzvwYibAS
2vi23luhEYDrtUnNHAqF6q,Te Robo,Zato DJ,0.702,0.0588,101.998,0.0455,0.631,3.87e-06,4,0.907,0,157675,-2.591,0.658,1,spotify:track:2vi23luhEYDrtUnNHAqF6q
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,Red Hot Chili Peppers,0.742,0.11,91.959,0.0716,0.0722,0.0199,4,0.7,5,302000,-6.777,0.197,0,spotify:track:2oaK4JLVnmRGIO9ytBE1bt
4srQQlWnjE38SnSmo7laQF,Sunlight (feat. Years and Years) - Extended Club Mix,The Magician,0.539,0.0735,122.002,0.0442,0.00191,0.000439,4,0.761,1,402340,-6.452,0.166,1,spotify:track:4srQQlWnjE38SnSmo7laQF
7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,0.524,0.111,95.01,0.0338,0.414,0.0,4,0.748,8,244960,-5.599,0.661,1,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
3CA9pLiwRIGtUBiMjbZmRw,Nice For What,Drake,0.909,0.119,93.372,0.0707,0.0891,9.7e-05,4,0.585,8,210747,-6.474,0.758,1,spotify:track:3CA9pLiwRIGtUBiMjbZmRw
5gfK6bZFaApxdSHsHXrwPD,Be Careful What You Wish For,Luke Combs,0.876,0.135,159.025,0.0404,0.0106,0.0,4,0.501,3,175493,-4.792,0.681,1,spotify:track:5gfK6bZFaApxdSHsHXrwPD
2r77vqSZkOktTSgmAOoHsV,Chica Paranormal,Paulo Londra,0.596,0.0897,139.937,0.0918,0.216,0.0,4,0.84,6,221214,-4.319,0.71,0,spotify:track:2r77vqSZkOktTSgmAOoHsV
6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),Calvin Harris,0.795,0.254,104.066,0.0545,0.498,1.21e-06,4,0.736,1,230813,-3.299,0.511,0,spotify:track:6gpcs5eMhJwax4mIfKDYQk
0cL0AarTZtfSt5Tc3a2ZDN,Alright - Remastered,Jamiroquai,0.875,0.136,105.805,0.0598,0.174,0.048,4,0.815,7,263920,-7.822,0.733,0,spotify:track:0cL0AarTZtfSt5Tc3a2ZDN
2uxlGf62lgfqUdIVHMnyKS,Kiss on My List,Daryl Hall & John Oates,0.823,0.0769,121.939,0.0346,0.248,0.00723,4,0.786,0,232907,-4.991,0.966,1,spotify:track:2uxlGf62lgfqUdIVHMnyKS
2En6fFzzlzPLcV8sXwrx7X,Selva,La Portuaria,0.52,0.212,115.121,0.03,0.00168,0.00481,4,0.636,11,248707,-13.511,0.853,1,spotify:track:2En6fFzzlzPLcV8sXwrx7X
6q8Lb50EtqNeeJXXe8mMAH,Culpables,KAROL G,0.801,0.143,130.059,0.0683,0.279,4.71e-06,4,0.728,8,226627,-2.942,0.416,0,spotify:track:6q8Lb50EtqNeeJXXe8mMAH
3gEoKDn0uhb9qqLwC16tly,Everybody Wants to Rule the World,Weezer,0.714,0.149,112.053,0.0363,0.0259,0.00113,4,0.667,8,244800,-4.533,0.387,1,spotify:track:3gEoKDn0uhb9qqLwC16tly
71NOmiKvk7s5R7dUurNjuy,You Little Beauty,FISHER,0.953,0.313,123.983,0.0911,0.00235,0.442,4,0.926,6,206588,-5.531,0.927,0,spotify:track:71NOmiKvk7s5R7dUurNjuy
5O6r8ZUbLompp4pYMdMZ76,Rituals,Shane Fontane,0.884,0.0883,124.01,0.0545,0.00296,0.907,4,0.8,8,434556,-7.376,0.1,1,spotify:track:5O6r8ZUbLompp4pYMdMZ76
278kSqsZIiYp8p3QjYAqa8,NI BIEN NI MAL,Bad Bunny,0.449,0.273,128.028,0.0674,0.556,1.85e-05,4,0.826,5,236216,-8.33,0.337,0,spotify:track:278kSqsZIiYp8p3QjYAqa8
7kh95COsNZjnTmc6aF76n7,Homerun (Intro),Paulo Londra,0.264,0.0972,135.117,0.0593,0.669,0.0,4,0.822,5,149505,-9.37,0.672,1,spotify:track:7kh95COsNZjnTmc6aF76n7
265zv3IDBskSIkvgPOSiGQ,2U (feat. Justin Bieber),David Guetta,0.613,0.227,144.878,0.0591,0.234,0.0,4,0.534,8,194893,-7.41,0.528,0,spotify:track:265zv3IDBskSIkvgPOSiGQ
0QKfiqpEU4h9ycPSzIFwYe,Maniac,Michael Sembello,0.533,0.0415,158.86,0.0651,0.0891,4.04e-06,4,0.617,3,244707,-11.516,0.835,0,spotify:track:0QKfiqpEU4h9ycPSzIFwYe
1ihZ6juKpqxLNHxtH6hPYV,Heart Of Glass - Remix,Blondie,0.701,0.105,114.685,0.0336,0.00104,0.0653,4,0.727,4,251773,-8.027,0.476,1,spotify:track:1ihZ6juKpqxLNHxtH6hPYV
3ibbvzRDRumaKResaWtuyz,Metalhammer - Live,And One,0.835,0.915,130.037,0.0262,0.0366,0.0,4,0.626,10,250573,-6.625,0.208,0,spotify:track:3ibbvzRDRumaKResaWtuyz
6u7jPi22kF8CTQ3rb9DHE7,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,0.619,0.113,136.041,0.102,0.0533,0.0,4,0.878,6,157067,-5.56,0.639,1,spotify:track:6u7jPi22kF8CTQ3rb9DHE7
6KNUrRgzrccGtJpGdP39GU,Check Out Time,2Pac,0.703,0.0788,94.302,0.251,0.149,1.77e-06,4,0.798,6,279067,-4.136,0.6,1,spotify:track:6KNUrRgzrccGtJpGdP39GU
6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,0.964,0.0975,125.003,0.0577,0.00181,0.703,4,0.76,2,248036,-5.844,0.643,1,spotify:track:6ho0GyrWZN3mhi9zVRW7xi
